,story_id,para_index,tagged_sent,quote_in_para
204,13667,7,"[(u'Mr. Conway__Ron Conway', 'COREF'), (u'is', u'VBZ'), (u'a Republican__Ron Conway', 'COREF'), (u'.', u'.')]",0
205,13667,7,"[(u'Mr. Lee__Lee', 'COREF'), (u'is', u'VBZ'), (u'a Democrat__Lee', 'COREF'), (u'.', u'.')]",0
206,13667,8,"[(u'``', u'``'), (u'There', u'EX'), (u""'s"", u'VBZ'), (u'a', u'DT'), (u'distinct', u'JJ'), (u'difference', u'NN'), (u'between', u'IN'), (u'pursuing', u'VBG'), (u'policies', u'NNS'), (u'that', u'WDT'), (u'raise', u'VBP'), (u'the', u'DT'), (u'tide', u'NN'), (u'for', u'IN'), (u'everybody', u'NN'), (u'and', u'CC'), (u'pay-to-play', u'JJ'), (u'politics', u'NNS'), (u'to', u'TO'), (u'reward', u'VB'), (u'one', u'CD'), (u'particular', u'JJ'), (u'supporter', u'NN'), (u""'s"", u'POS'), (u'investment', u'NN'), (u',', u','), (u""''"", u""''""), (u'said', u'VBD'), (u'Aaron Peskin__Aaron Peskin', 'COREF'), (u',', u','), (u'a former Board of Supervisors president who is now head of the local Democratic Party__Aaron Peskin', 'COREF'), (u'.', u'.')]",1
207,13667,8,"[(u'``', u'``'), (u'This', u'DT'), (u'is', u'VBZ'), (u'about', u'IN'), (u'rewarding', u'VBG'), (u'a', u'DT'), (u'major', u'JJ'), (u'campaign', u'NN'), (u'contributor', u'NN'), (u'.', u'.')]",1
208,13667,8,"[(u'It', u'PRP'), (u""'s"", u'VBZ'), (u'pay-to-play', u'JJ'), (u'politics', u'NNS'), (u'pure', u'JJ'), (u'and', u'CC'), (u'simple', u'JJ'), (u'.', u'.'), (u""''"", u""''"")]",1
209,13667,9,"[(u'Mr.', u'NNP'), (u'Winnicker', u'NNP'), (u'said', u'VBD'), (u'he', u'PRP'), (u'``', u'``'), (u'vehemently', u'RB'), (u""''"", u""''""), (u'disagreed', u'VBD'), (u'that', u'IN'), (u""Mr. Lee 's__Lee"", 'COREF'), (u'actions', u'NNS'), (u'amounted', u'VBD'), (u'to', u'TO'), (u'``', u'``'), (u'pay', u'VB'), (u'for', u'IN'), (u'play', u'NN'), (u'.', u'.'), (u""''"", u""''"")]",0
210,13667,10,"[(u'Corey Cook__Corey Cook', 'COREF'), (u',', u','), (u'an assistant professor of politics at the University of San Francisco__Corey Cook', 'COREF'), (u',', u','), (u'said', u'VBD'), (u'it', u'PRP'), (u'was', u'VBD'), (u'not', u'RB'), (u'unusual', u'JJ'), (u'for', u'IN'), (u'politicians', u'NNS'), (u'to', u'TO'), (u'find', u'VB'), (u'backers', u'NNS'), (u'in', u'IN'), (u'industries', u'NNS'), (u'they', u'PRP'), (u'support', u'VBP'), (u'.', u'.')]",0
211,13667,10,"[(u'But', u'CC'), (u',', u','), (u'Cook__Corey Cook', 'COREF'), (u'said', u'VBD'), (u',', u','), (u'the', u'DT'), (u'mayor', u'NN'), (u""'s"", u'POS'), (u'close', u'JJ'), (u'ties', u'NNS'), (u'to', u'TO'), (u'Conway__Ron Conway', 'COREF'), (u'could', u'MD'), (u'harm', u'VB'), (u'him__Corey Cook', 'COREF'), (u'politically', u'RB'), (u'.', u'.')]",0
212,13667,11,"[(u'``', u'``'), (u'It', u'PRP'), (u""'s"", u'VBZ'), (u'not', u'RB'), (u'that', u'IN'), (u'Lee__Lee', 'COREF'), (u'risks', u'NNS'), (u'violating', u'VBG'), (u'ethics', u'NNS'), (u'standards', u'NNS'), (u',', u','), (u""''"", u""''""), (u'Cook__Corey Cook', 'COREF'), (u'said', u'VBD'), (u'.', u'.')]",1
213,13667,11,"[(u'``', u'``'), (u'It', u'PRP'), (u""'s"", u'VBZ'), (u'that', u'IN'), (u'he__Lee', 'COREF'), (u'feeds', u'VBZ'), (u'into', u'IN'), (u'the', u'DT'), (u'perception', u'NN'), (u'that', u'IN'), (u'he__Lee', 'COREF'), (u""'s"", u'VBZ'), (u'not', u'RB'), (u'an independent politician__Lee', 'COREF'), (u'.', u'.'), (u""''"", u""''"")]",1
214,13667,12,"[(u'On', u'IN'), (u'March', u'NNP'), (u'12', u'CD'), (u',', u','), (u'San', u'NNP'), (u'Francisco', u'NNP'), (u""'s"", u'POS'), (u'treasurer', u'NN'), (u'and', u'CC'), (u'tax', u'NN'), (u'collector', u'NN'), (u'posted', u'VBD'), (u'on', u'IN'), (u'the', u'DT'), (u'agency', u'NN'), (u'Web', u'NN'), (u'site', u'NN'), (u'a', u'DT'), (u'rule', u'NN'), (u'specifying', u'VBG'), (u'that', u'IN'), (u'online', u'NN'), (u'brokers', u'NNS'), (u'who', u'WP'), (u'help', u'VBP'), (u'people', u'NNS'), (u'rent', u'VB'), (u'their', u'PRP$'), (u'rooms', u'NNS'), (u'to', u'TO'), (u'vacation', u'NN'), (u'travelers', u'NNS'), (u'must', u'MD'), (u'pay', u'VB'), (u'the', u'DT'), (u'city', u'NN'), (u""'s"", u'POS'), (u'14', u'CD'), (u'percent', u'NN'), (u'hotel', u'NN'), (u'occupancy', u'NN'), (u'tax', u'NN'), (u'.', u'.')]",0
215,13667,12,"[(u'The', u'DT'), (u'obscure-seeming', u'JJ'), (u'rule', u'NN'), (u'was', u'VBD'), (u'of', u'IN'), (u'keen', u'JJ'), (u'interest', u'NN'), (u'to', u'TO'), (u'Airbnb__Airbnb', 'COREF'), (u',', u','), (u'the', u'DT'), (u'leader', u'NN'), (u'in', u'IN'), (u'this', u'DT'), (u'nascent', u'JJ'), (u'business', u'NN'), (u',', u','), (u'which', u'WDT'), (u'employs', u'VBZ'), (u'125', u'CD'), (u'people', u'NNS'), (u'at', u'IN'), (u'its', u'PRP$'), (u'San', u'NNP'), (u'Francisco', u'NNP'), (u'headquarters', u'NN'), (u'.', u'.')]",0
216,13667,13,"[(u'Later', u'RB'), (u'in', u'IN'), (u'the', u'DT'), (u'month', u'NN'), (u',', u','), (u'an', u'DT'), (u'employee', u'NN'), (u'of', u'IN'), (u""Conway 's SV Angel investment firm__Ron Conway"", 'COREF'), (u'sent', u'VBD'), (u'an', u'DT'), (u'e-mail', u'NN'), (u'to', u'TO'), (u'local', u'JJ'), (u'technology', u'NN'), (u'firms', u'NNS'), (u'urging', u'VBG'), (u'them', u'PRP'), (u'to', u'TO'), (u'send', u'VB'), (u'employees', u'NNS'), (u'to', u'TO'), (u'a', u'DT'), (u'hearing', u'NN'), (u'about', u'IN'), (u'the', u'DT'), (u'rule', u'NN'), (u'.', u'.')]",0
217,13667,14,"[(u'Last', u'JJ'), (u'Tuesday', u'NNP'), (u',', u','), (u'Lee__Lee', 'COREF'), (u'announced', u'VBD'), (u'the', u'DT'), (u'formation', u'NN'), (u'of', u'IN'), (u'a', u'DT'), (u'``', u'``'), (u'Sharing', u'VBG'), (u'Economy', u'NN'), (u'Working', u'NNP'), (u'Group', u'NNP'), (u',', u','), (u""''"", u""''""), (u'which', u'WDT'), (u'the', u'DT'), (u'mayor', u'NN'), (u'said', u'VBD'), (u'in', u'IN'), (u'an', u'DT'), (u'interview', u'NN'), (u'had', u'VBD'), (u'as', u'IN'), (u'a', u'DT'), (u'goal', u'NN'), (u'creating', u'VBG'), (u'legislation', u'NN'), (u'to', u'TO'), (u'give', u'VB'), (u'a', u'DT'), (u'tax', u'NN'), (u'break', u'NN'), (u'to', u'TO'), (u'companies', u'NNS'), (u'like', u'IN'), (u'Airbnb__Airbnb', 'COREF'), (u'.', u'.')]",1
218,13667,15,"[(u'The', u'DT'), (u'next', u'JJ'), (u'day', u'NN'), (u',', u','), (u'the', u'DT'), (u'fourth-floor', u'JJ'), (u'hearing', u'NN'), (u'room', u'NN'), (u'of', u'IN'), (u'San', u'NNP'), (u'Francisco', u'NNP'), (u""'s"", u'POS'), (u'City', u'NNP'), (u'Hall', u'NNP'), (u'was', u'VBD'), (u'packed', u'VBN'), (u'to', u'TO'), (u'overflowing', u'VBG'), (u'with', u'IN'), (u'120', u'CD'), (u'young', u'JJ'), (u'people', u'NNS'), (u',', u','), (u'many', u'JJ'), (u'wearing', u'VBG'), (u'buttons', u'NNS'), (u'with', u'IN'), (u'the', u'DT'), (u'Airbnb__Airbnb', 'COREF'), (u'logo', u'NN'), (u'.', u'.')]",0
219,13667,16,"[(u'At', u'IN'), (u'the', u'DT'), (u'hearing', u'NN'), (u',', u','), (u'Jay Nath__Jay Nath', 'COREF'), (u',', u','), (u""Lee 's chief technology officer__Jay Nath"", 'COREF'), (u',', u','), (u'urged', u'VBD'), (u'the', u'DT'), (u'city', u'NN'), (u""'s"", u'POS'), (u'tax', u'NN'), (u'administrator', u'NN'), (u'to', u'TO'), (u'postpone', u'VB'), (u'enforcing', u'VBG'), (u'the', u'DT'), (u'tax', u'NN'), (u'until', u'IN'), (u'a', u'DT'), (u'newly', u'RB'), (u'appointed', u'VBN'), (u'``', u'``'), (u'collaborative', u'JJ'), (u'consumption', u'NN'), (u'work', u'NN'), (u'group', u'NN'), (u""''"", u""''""), (u'could', u'MD'), (u'come', u'VB'), (u'up', u'RP'), (u'with', u'IN'), (u'a', u'DT'), (u'compromise', u'NN'), (u'.', u'.')]",0
220,13667,17,"[(u'``', u'``'), (u'The', u'DT'), (u'important', u'JJ'), (u'thing', u'NN'), (u'is', u'VBZ'), (u'to', u'TO'), (u'have', u'VB'), (u'a', u'DT'), (u'policy', u'NN'), (u'discussion', u'NN'), (u'first', u'RB'), (u',', u','), (u'so', u'IN'), (u'we', u'PRP'), (u'can', u'MD'), (u'see', u'VB'), (u'how', u'WRB'), (u'to', u'TO'), (u'support', u'VB'), (u'companies', u'NNS'), (u'built', u'VBN'), (u'around', u'IN'), (u'the', u'DT'), (u'model', u'NN'), (u'of', u'IN'), (u'collaborative', u'JJ'), (u'consumption', u'NN'), (u',', u','), (u""''"", u""''""), (u'Lee__Lee', 'COREF'), (u'said', u'VBD'), (u'in', u'IN'), (u'an', u'DT'), (u'interview', u'NN'), (u'.', u'.')]",1
221,13667,18,"[(u""Lee 's__Lee"", 'COREF'), (u'stance', u'NN'), (u'seemed', u'VBD'), (u'to', u'TO'), (u'represent', u'VB'), (u'an', u'DT'), (u'about-face', u'NN'), (u'from', u'IN'), (u'the', u'DT'), (u'position', u'NN'), (u'of', u'IN'), (u""San Francisco 's previous mayor__Gavin Newsom"", 'COREF'), (u',', u','), (u'Gavin Newsom__Gavin Newsom', 'COREF'), (u'.', u'.')]",0
222,13667,18,"[(u'In', u'IN'), (u'March', u'NNP'), (u'2010', u'CD'), (u',', u','), (u'Newsom__Gavin Newsom', 'COREF'), (u'wrote', u'VBD'), (u'to', u'TO'), (u'Nancy Pelosi__Nancy Pelosi', 'COREF'), (u',', u','), (u'then', u'RB'), (u'the', u'DT'), (u'speaker', u'NN'), (u'of', u'IN'), (u'the', u'DT'), (u'United', u'NNP'), (u'States', u'NNP'), (u'House', u'NNP'), (u'of', u'IN'), (u'Representatives', u'NNPS'), (u',', u','), (u'urging', u'VBG'), (u'her__Nancy Pelosi', 'COREF'), (u'to', u'TO'), (u'derail', u'VB'), (u'efforts', u'NNS'), (u'by', u'IN'), (u'online', u'JJ'), (u'travel', u'NN'), (u'agencies', u'NNS'), (u',', u','), (u'a', u'DT'), (u'category', u'NN'), (u'that', u'WDT'), (u'includes', u'VBZ'), (u'companies', u'NNS'), (u'like', u'IN'), (u'Expedia', u'NNP'), (u'and', u'CC'), (u'Travelocity', u'NNP'), (u',', u','), (u'to', u'TO'), (u'obtain', u'VB'), (u'relief', u'NN'), (u'from', u'IN'), (u'local', u'JJ'), (u'hotel', u'NN'), (u'taxes', u'NNS'), (u'.', u'.')]",0
223,13667,19,"[(u'Jennifer Matz__Jennifer Matz', 'COREF'), (u',', u','), (u""Lee 's__Lee"", 'COREF'), (u'director', u'NN'), (u'of', u'IN'), (u'economic', u'JJ'), (u'and', u'CC'), (u'workforce', u'NN'), (u'development', u'NN'), (u',', u','), (u'defended', u'VBD'), (u'the', u'DT'), (u'apparent', u'JJ'), (u'turnabout', u'NN'), (u',', u','), (u'saying', u'VBG'), (u'that', u'IN'), (u'room', u'NN'), (u'rentals', u'NNS'), (u'by', u'IN'), (u'individuals', u'NNS'), (u'should', u'MD'), (u'be', u'VB'), (u'viewed', u'VBN'), (u'in', u'IN'), (u'a', u'DT'), (u'different', u'JJ'), (u'light', u'NN'), (u'than', u'IN'), (u'the', u'DT'), (u'hotel', u'NN'), (u'business', u'NN'), (u'.', u'.')]",0
224,13667,20,"[(u'She__Jennifer Matz', 'COREF'), (u'said', u'VBD'), (u'several', u'JJ'), (u'mayoral', u'JJ'), (u'staff', u'NN'), (u'members', u'NNS'), (u'have', u'VBP'), (u'been', u'VBN'), (u'in', u'IN'), (u'discussions', u'NNS'), (u'for', u'IN'), (u'the', u'DT'), (u'past', u'JJ'), (u'month', u'NN'), (u'to', u'TO'), (u'help', u'VB'), (u'support', u'VB'), (u'a', u'DT'), (u'new', u'JJ'), (u'type', u'NN'), (u'of', u'IN'), (u'business', u'NN'), (u'they', u'PRP'), (u'call', u'VBP'), (u'``', u'``'), (u'collaborative', u'JJ'), (u'consumption', u'NN'), (u',', u','), (u""''"", u""''""), (u'a', u'DT'), (u'category', u'NN'), (u'that', u'WDT'), (u'includes', u'VBZ'), (u'vacation', u'NN'), (u'room', u'NN'), (u'rentals', u'NNS'), (u',', u','), (u'car', u'NN'), (u'sharing', u'NN'), (u',', u','), (u'parking', u'NN'), (u'space', u'NN'), (u'sharing', u'NN'), (u'and', u'CC'), (u'other', u'JJ'), (u'such', u'JJ'), (u'activities', u'NNS'), (u'.', u'.')]",0
225,13667,20,"[(u'Fostering', u'VBG'), (u'the', u'DT'), (u'growth', u'NN'), (u'of', u'IN'), (u'these', u'DT'), (u'kinds', u'NNS'), (u'of', u'IN'), (u'emerging', u'VBG'), (u'companies', u'NNS'), (u'will', u'MD'), (u'help', u'VB'), (u'San', u'NNP'), (u'Francisco', u'NNP'), (u'develop', u'VB'), (u'a', u'DT'), (u'reputation', u'NN'), (u'as', u'IN'), (u'a', u'DT'), (u'cutting-edge', u'JJ'), (u'tech', u'NN'), (u'hub', u'NN'), (u',', u','), (u'and', u'CC'), (u'that', u'IN'), (u'reputation', u'NN'), (u'might', u'MD'), (u'lure', u'VB'), (u'larger', u'JJR'), (u'employers', u'NNS'), (u',', u','), (u'Matz__Jennifer Matz', 'COREF'), (u'said', u'VBD'), (u'.', u'.')]",0
226,13667,21,"[(u'The', u'DT'), (u'meetings', u'NNS'), (u'by', u'IN'), (u""Lee 's__Lee"", 'COREF'), (u'staff', u'NN'), (u'members', u'NNS'), (u'followed', u'VBD'), (u'the', u'DT'), (u'publication', u'NN'), (u'of', u'IN'), (u'an', u'DT'), (u'article', u'NN'), (u'Conway', u'NNP'), (u'wrote', u'VBD'), (u'for', u'IN'), (u'The', u'DT'), (u'Economist', u'NNP'), (u',', u','), (u'in', u'IN'), (u'which', u'WDT'), (u'he', u'PRP'), (u'said', u'VBD'), (u'collaborative', u'JJ'), (u'consumption', u'NN'), (u'was', u'VBD'), (u'``', u'``'), (u'perhaps', u'RB'), (u'the', u'DT'), (u'most', u'RBS'), (u'thought-provoking', u'JJ'), (u'sector', u'NN'), (u'I', u'PRP'), (u'see', u'VBP'), (u'developing', u'VBG'), (u'in', u'IN'), (u'2012', u'CD'), (u""''"", u""''""), (u'for', u'IN'), (u'venture', u'NN'), (u'capital', u'NN'), (u'investments', u'NNS'), (u'.', u'.')]",1
227,13667,21,"[(u'He__Lee', 'COREF'), (u'cited', u'VBD'), (u'as', u'IN'), (u'examples', u'NNS'), (u'two', u'CD'), (u'of', u'IN'), (u'his', u'PRP$'), (u'portfolio', u'NN'), (u'companies', u'NNS'), (u',', u','), (u'Airbnb__Airbnb', 'COREF'), (u'and', u'CC'), (u'Rentcycle', u'NNP'), (u',', u','), (u'which', u'WDT'), (u'is', u'VBZ'), (u'also', u'RB'), (u'based', u'VBN'), (u'in', u'IN'), (u'San', u'NNP'), (u'Francisco', u'NNP'), (u'.', u'.')]",1
228,13667,22,"[(u'Airbnb__Airbnb', 'COREF'), (u'is', u'VBZ'), (u'one', u'CD'), (u'of', u'IN'), (u'two', u'CD'), (u'local', u'JJ'), (u'Conway-backed', u'JJ'), (u'San', u'NNP'), (u'Francisco', u'NNP'), (u'companies', u'NNS'), (u'that', u'WDT'), (u'have', u'VBP'), (u'run', u'VBN'), (u'into', u'IN'), (u'recent', u'JJ'), (u'regulatory', u'JJ'), (u'difficulties', u'NNS'), (u'.', u'.')]",0
229,13667,22,"[(u'On', u'IN'), (u'Nov.', u'NNP'), (u'28', u'CD'), (u',', u','), (u'officials', u'NNS'), (u'with', u'IN'), (u'the', u'DT'), (u'city', u'NN'), (u""'s"", u'POS'), (u'Municipal', u'JJ'), (u'Transportation', u'NNP'), (u'Agency', u'NNP'), (u'recommended', u'VBD'), (u'that', u'IN'), (u'the', u'DT'), (u'agency', u'NN'), (u""'s"", u'POS'), (u'board', u'NN'), (u'members', u'NNS'), (u'consider', u'VBP'), (u'possible', u'JJ'), (u'problems', u'NNS'), (u'with', u'IN'), (u'Square', u'NN'), (u',', u','), (u'the', u'DT'), (u'smartphone', u'NN'), (u'credit-card', u'NN'), (u'reader', u'NN'), (u',', u','), (u'before', u'IN'), (u'permitting', u'VBG'), (u'taxi', u'NN'), (u'drivers', u'NNS'), (u'to', u'TO'), (u'use', u'VB'), (u'it', u'PRP'), (u'to', u'TO'), (u'collect', u'VB'), (u'payments', u'NNS'), (u'from', u'IN'), (u'passengers', u'NNS'), (u'.', u'.')]",0
230,13667,22,"[(u'Unlike', u'IN'), (u'taxi-specific', u'JJ'), (u'charging', u'VBG'), (u'devices', u'NNS'), (u',', u','), (u'the', u'DT'), (u'Square', u'NN'), (u'system', u'NN'), (u'is', u'VBZ'), (u'not', u'RB'), (u'connected', u'VBN'), (u'to', u'TO'), (u'the', u'DT'), (u'meter', u'NN'), (u',', u','), (u'meaning', u'VBG'), (u'that', u'IN'), (u'charges', u'NNS'), (u'are', u'VBP'), (u'not', u'RB'), (u'reported', u'VBN'), (u'to', u'TO'), (u'regulators', u'NNS'), (u',', u','), (u'according', u'VBG'), (u'to', u'TO'), (u'a', u'DT'), (u'Municipal', u'JJ'), (u'Transportation', u'NN'), (u'Agency', u'NNP'), (u'staff', u'NN'), (u'report', u'NN'), (u'.', u'.')]",0
231,13667,23,"[(u'The', u'DT'), (u'agency', u'NN'), (u""'s"", u'POS'), (u'board', u'NN'), (u'did', u'VBD'), (u'not', u'RB'), (u'follow', u'VB'), (u'through', u'IN'), (u'on', u'IN'), (u'the', u'DT'), (u'staff', u'NN'), (u'recommendation', u'NN'), (u',', u','), (u'however', u'RB'), (u'.', u'.')]",1
232,13667,23,"[(u'``', u'``'), (u'We', u'PRP'), (u""'ve"", u'VBP'), (u'been', u'VBN'), (u'in', u'IN'), (u'discussion', u'NN'), (u'with', u'IN'), (u'people', u'NNS'), (u'in', u'IN'), (u'the', u'DT'), (u'Municipal', u'JJ'), (u'Transportation', u'NN'), (u'Agency', u'NNP'), (u""'s"", u'POS'), (u'taxi', u'NN'), (u'division', u'NN'), (u'to', u'TO'), (u'get', u'VB'), (u'off', u'RB'), (u'of', u'IN'), (u'initial', u'JJ'), (u'positions', u'NNS'), (u'that', u'WDT'), (u'were', u'VBD'), (u'held', u'VBN'), (u'out', u'IN'), (u'of', u'IN'), (u'fear', u'NN'), (u',', u','), (u'and', u'CC'), (u'embrace', u'VB'), (u'what', u'WP'), (u'could', u'MD'), (u'be', u'VB'), (u'a', u'DT'), (u'technology', u'NN'), (u'that', u'WDT'), (u'benefits', u'VBZ'), (u'everybody', u'NN'), (u',', u','), (u""''"", u""''""), (u'Lee__Lee', 'COREF'), (u'said', u'VBD'), (u'.', u'.')]",1
233,13668,0,"[(u'If', u'IN'), (u'it', u'PRP'), (u'were', u'VBD'), (u""n't"", u'RB'), (u'for', u'IN'), (u'a', u'DT'), (u'steady', u'JJ'), (u'influx', u'NN'), (u'of', u'IN'), (u'people', u'NNS'), (u'moving', u'VBG'), (u'to', u'TO'), (u'the', u'DT'), (u'region', u'NN'), (u'each', u'DT'), (u'year', u'NN'), (u'from', u'IN'), (u'other', u'JJ'), (u'countries', u'NNS'), (u',', u','), (u'the', u'DT'), (u'Bay', u'NNP'), (u'Area', u'NNP'), (u""'s"", u'POS'), (u'population', u'NN'), (u'would', u'MD'), (u'be', u'VB'), (u'in', u'IN'), (u'decline', u'NN'), (u',', u','), (u'the', u'DT'), (u'data', u'NNS'), (u'show', u'VBP'), (u'.', u'.')]",0
234,13668,1,"[(u'Approximately', u'RB'), (u'400,000', u'CD'), (u'local', u'JJ'), (u'residents', u'NNS'), (u'move', u'VBP'), (u'out', u'IN'), (u'of', u'IN'), (u'the', u'DT'), (u'Bay', u'NNP'), (u'Area', u'NNP'), (u'every', u'DT'), (u'year', u'NN'), (u'between', u'IN'), (u'2005', u'CD'), (u'and', u'CC'), (u'2009', u'CD'), (u',', u','), (u'while', u'IN'), (u'just', u'RB'), (u'345,000', u'CD'), (u'people', u'NNS'), (u'moved', u'VBN'), (u'here', u'RB'), (u'from', u'IN'), (u'other', u'JJ'), (u'parts', u'NNS'), (u'of', u'IN'), (u'the', u'DT'), (u'country', u'NN'), (u'--', u':'), (u'a', u'DT'), (u'loss', u'NN'), (u'of', u'IN'), (u'about', u'IN'), (u'55,000', u'CD'), (u'residents', u'NNS'), (u'annually', u'RB'), (u'.', u'.')]",0
235,13668,1,"[(u'But', u'CC'), (u'about', u'IN'), (u'71,000', u'CD'), (u'people', u'NNS'), (u'moved', u'VBD'), (u'to', u'TO'), (u'the', u'DT'), (u'Bay', u'NNP'), (u'Area', u'NNP'), (u'from', u'IN'), (u'other', u'JJ'), (u'nations', u'NNS'), (u'during', u'IN'), (u'each', u'DT'), (u'of', u'IN'), (u'those', u'DT'), (u'years', u'NNS'), (u',', u','), (u'contributing', u'VBG'), (u'to', u'TO'), (u'the', u'DT'), (u'region', u'NN'), (u""'s"", u'POS'), (u'population', u'NN'), (u'growth', u'NN'), (u'.', u'.')]",0
236,13668,2,"[(u'%', u'NN'), (u'32541', u'CD'), (u'%', u'NN'), (u'Nowhere', u'RB'), (u'is', u'VBZ'), (u'this', u'DT'), (u'population', u'NN'), (u'shift', u'NN'), (u'more', u'RBR'), (u'pronounced', u'JJ'), (u'than', u'IN'), (u'in', u'IN'), (u'Santa', u'NNP'), (u'Clara', u'NNP'), (u'County', u'NNP'), (u',', u','), (u'where', u'WRB'), (u'24,000', u'CD'), (u'new', u'JJ'), (u'immigrants', u'NNS'), (u'arrived', u'VBD'), (u'as', u'IN'), (u'83,000', u'CD'), (u'residents', u'NNS'), (u'left', u'VBD'), (u'.', u'.')]",0
237,13668,4,"[(u'``', u'``'), (u'The', u'DT'), (u'economy', u'NN'), (u""'s"", u'POS'), (u'changed', u'VBN'), (u',', u','), (u""''"", u""''""), (u'said', u'VBD'), (u'Russell Hancock , the president and CEO of Joint Venture Silicon Valley__Russell Hancock', 'COREF'), (u',', u','), (u'a', u'DT'), (u'research', u'NN'), (u'group', u'NN'), (u'backed', u'VBN'), (u'by', u'IN'), (u'businesses', u'NNS'), (u'and', u'CC'), (u'local', u'JJ'), (u'governments', u'NNS'), (u'.', u'.')]",1
238,13668,4,"[(u'``', u'``'), (u'It', u'PRP'), (u'used', u'VBD'), (u'to', u'TO'), (u'be', u'VB'), (u'that', u'IN'), (u'a', u'DT'), (u'booming', u'JJ'), (u'technology', u'NN'), (u'sector', u'NN'), (u'created', u'VBD'), (u'all', u'DT'), (u'kinds', u'NNS'), (u'of', u'IN'), (u'jobs', u'NNS'), (u'and', u'CC'), (u'you', u'PRP'), (u'would', u'MD'), (u'expect', u'VB'), (u'that', u'IN'), (u'all', u'PDT'), (u'these', u'DT'), (u'people', u'NNS'), (u'would', u'MD'), (u'come', u'VB'), (u'in', u'IN'), (u'as', u'IN'), (u'tech', u'NN'), (u'takes', u'VBZ'), (u'off', u'RP'), (u',', u','), (u'but', u'CC'), (u'now', u'RB'), (u'we__Russell Hancock', 'COREF'), (u'only', u'RB'), (u'create', u'VBP'), (u'these', u'DT'), (u'rarified', u'JJ'), (u'jobs', u'NNS'), (u'.', u'.')]",1
239,13668,4,"[(u'We__Russell Hancock', 'COREF'), (u'are', u'VBP'), (u'not', u'RB'), (u'creating', u'VBG'), (u'midrange', u'JJ'), (u'jobs', u'NNS'), (u'that', u'WDT'), (u'create', u'VBP'), (u'growth', u'NN'), (u'and', u'CC'), (u'employ', u'VB'), (u'large', u'JJ'), (u'numbers', u'NNS'), (u'of', u'IN'), (u'people', u'NNS'), (u'.', u'.'), (u""''"", u""''"")]",1
240,13668,5,"[(u'%', u'NN'), (u'related', u'JJ'), (u'%', u'NN'), (u'Professor', u'NNP'), (u'James Lai__James Lai', 'COREF'), (u',', u','), (u'who', u'WP'), (u'heads', u'VBZ'), (u'the', u'DT'), (u'ethnic', u'JJ'), (u'studies', u'NNS'), (u'department', u'NN'), (u'at', u'IN'), (u'Santa', u'NNP'), (u'Clara', u'NNP'), (u'University', u'NNP'), (u',', u','), (u'blamed', u'VBD'), (u'the', u'DT'), (u'gap', u'NN'), (u'on', u'IN'), (u'high-tech', u'JJ'), (u'companies', u'NNS'), (u'that', u'IN'), (u',', u','), (u'he__James Lai', 'COREF'), (u'said', u'VBD'), (u',', u','), (u'preferred', u'VBN'), (u'to', u'TO'), (u'hire', u'VB'), (u'immigrants', u'NNS'), (u'on', u'IN'), (u'temporary', u'JJ'), (u'work', u'NN'), (u'visas', u'NNS'), (u'``', u'``'), (u'because', u'IN'), (u'they', u'PRP'), (u'are', u'VBP'), (u'cheaper', u'JJR'), (u'.', u'.'), (u""''"", u""''"")]",0
241,13668,7,"[(u'``', u'``'), (u'We', u'PRP'), (u'are', u'VBP'), (u'seeing', u'VBG'), (u'pockets', u'NNS'), (u'of', u'IN'), (u'people', u'NNS'), (u'in', u'IN'), (u'the', u'DT'), (u'older', u'JJR'), (u'generation', u'NN'), (u'who', u'WP'), (u'are', u'VBP'), (u'leaving', u'VBG'), (u'because', u'IN'), (u'of', u'IN'), (u'affordability', u'NN'), (u'and', u'CC'), (u',', u','), (u'at', u'IN'), (u'the', u'DT'), (u'same', u'JJ'), (u'time', u'NN'), (u',', u','), (u'college-aged', u'JJ'), (u'Asians', u'NNPS'), (u'and', u'CC'), (u'others', u'NNS'), (u'are', u'VBP'), (u'leaving', u'VBG'), (u'to', u'TO'), (u'go', u'VB'), (u'to', u'TO'), (u'college', u'NN'), (u'or', u'CC'), (u'find', u'VB'), (u'jobs', u'NNS'), (u'elsewhere', u'RB'), (u',', u','), (u""''"", u""''""), (u'he__James Lai', 'COREF'), (u'said', u'VBD'), (u'.', u'.')]",1
242,13668,8,"[(u'Of', u'IN'), (u'the', u'DT'), (u'400,000', u'CD'), (u'residents', u'NNS'), (u'who', u'WP'), (u'left', u'VBD'), (u'the', u'DT'), (u'Bay', u'NNP'), (u'Area', u'NNP'), (u',', u','), (u'nearly', u'RB'), (u'half', u'NN'), (u'--', u':'), (u'180,000', u'CD'), (u'people', u'NNS'), (u'--', u':'), (u'moved', u'VBD'), (u'out', u'RB'), (u'of', u'IN'), (u'the', u'DT'), (u'state', u'NN'), (u'.', u'.')]",0
